period,year,month,carrier,technology,lines
2021.07,2021,7,SKT(재판매),LAN,1827593
2021.07,2021,7,SKT(재판매),HFC,300508
2021.07,2021,7,SKT(재판매),FTTH,994520
2021.07,2021,7,LG U+,xDSL,0
2021.07,2021,7,LG U+,LAN,2294953
2021.07,2021,7,LG U+,HFC,478007
2021.07,2021,7,LG U+,FTTH,1883489
2021.07,2021,7,종합유선,xDSL,12209
2021.07,2021,7,종합유선,LAN,797337
2021.07,2021,7,종합유선,HFC,1117812
2021.07,2021,7,종합유선,FTTH,197511
2021.07,2021,7,기타,xDSL,61
2021.07,2021,7,기타,LAN,7925
2021.07,2021,7,기타,HFC,1548
2021.07,2021,7,기타,FTTH,3030
2021.08,2021,8,합계,xDSL,468171
2021.08,2021,8,합계,LAN,9982899
2021.08,2021,8,합계,HFC,2690896
2021.08,2021,8,합계,FTTH,9633768
2021.08,2021,8,KT,xDSL,319686
2021.08,2021,8,KT,LAN,3444421
2021.08,2021,8,KT,HFC,0
2021.08,2021,8,KT,FTTH,5642309
2021.08,2021,8,SK브로드밴드,xDSL,55243
2021.08,2021,8,SK브로드밴드,LAN,1598820
2021.08,2021,8,SK브로드밴드,HFC,803820
2021.08,2021,8,SK브로드밴드,FTTH,886667
2021.08,2021,8,SKT(재판매),xDSL,81122
2021.08,2021,8,SKT(재판매),LAN,1831231
2021.08,2021,8,SKT(재판매),HFC,299291
2021.08,2021,8,SKT(재판매),FTTH,999179
2021.08,2021,8,LG U+,xDSL,0
2021.08,2021,8,LG U+,LAN,2301847
2021.08,2021,8,LG U+,HFC,468832
2021.08,2021,8,LG U+,FTTH,1903217
2021.08,2021,8,종합유선,xDSL,12059
2021.08,2021,8,종합유선,LAN,798563
2021.08,2021,8,종합유선,HFC,1117487
2021.08,2021,8,종합유선,FTTH,199369
2021.08,2021,8,기타,xDSL,61
2021.08,2021,8,기타,LAN,8017
2021.08,2021,8,기타,HFC,1466
2021.08,2021,8,기타,FTTH,3027
2021.09,2021,9,합계,xDSL,463600
2021.09,2021,9,합계,LAN,10000774
2021.09,2021,9,합계,HFC,2677575
2021.09,2021,9,합계,FTTH,9686416
2021.09,2021,9,KT,xDSL,316310
2021.09,2021,9,KT,LAN,3448563
2021.09,2021,9,KT,HFC,0
2021.09,2021,9,KT,FTTH,5667204
2021.09,2021,9,SK브로드밴드,xDSL,54788
2021.09,2021,9,SK브로드밴드,LAN,1600983
2021.09,2021,9,SK브로드밴드,HFC,799248
2021.09,2021,9,SK브로드밴드,FTTH,888839
2021.09,2021,9,SKT(재판매),xDSL,80470
2021.09,2021,9,SKT(재판매),LAN,1834303
2021.09,2021,9,SKT(재판매),HFC,298321
2021.09,2021,9,SKT(재판매),FTTH,1002893
2021.09,2021,9,LG U+,xDSL,0
2021.09,2021,9,LG U+,LAN,2308583
2021.09,2021,9,LG U+,HFC,460961
2021.09,2021,9,LG U+,FTTH,1923741
2021.09,2021,9,종합유선,xDSL,11971
2021.09,2021,9,종합유선,LAN,800345
2021.09,2021,9,종합유선,HFC,1117613
2021.09,2021,9,종합유선,FTTH,200711
2021.09,2021,9,기타,xDSL,61
2021.09,2021,9,기타,LAN,7997
2021.09,2021,9,기타,HFC,1432
2021.09,2021,9,기타,FTTH,3028
2021.10,2021,10,합계,xDSL,458442
2021.10,2021,10,합계,LAN,10020331
2021.10,2021,10,합계,HFC,2661649
2021.10,2021,10,합계,FTTH,9747303
2021.10,2021,10,KT,xDSL,312251
2021.10,2021,10,KT,LAN,3452881
2021.10,2021,10,KT,HFC,0
2021.10,2021,10,KT,FTTH,5697656
2021.10,2021,10,SK브로드밴드,xDSL,54435
2021.10,2021,10,SK브로드밴드,LAN,1604442
2021.10,2021,10,SK브로드밴드,HFC,794352
2021.10,2021,10,SK브로드밴드,FTTH,891631
2021.10,2021,10,SKT(재판매),xDSL,79817
2021.10,2021,10,SKT(재판매),LAN,1836784
2021.10,2021,10,SKT(재판매),HFC,297027
2021.10,2021,10,SKT(재판매),FTTH,1006640
2021.10,2021,10,LG U+,xDSL,0
2021.10,2021,10,LG U+,LAN,2315285
2021.10,2021,10,LG U+,HFC,452621
2021.10,2021,10,LG U+,FTTH,1946137
2021.10,2021,10,종합유선,xDSL,11878
2021.10,2021,10,종합유선,LAN,802943
2021.10,2021,10,종합유선,HFC,1116179
2021.10,2021,10,종합유선,FTTH,202199
2021.10,2021,10,기타,xDSL,61
2021.10,2021,10,기타,LAN,7996
2021.10,2021,10,기타,HFC,1470
2021.10,2021,10,기타,FTTH,3040
2021.11,2021,11,합계,xDSL,453119
2021.11,2021,11,합계,LAN,10031369
2021.11,2021,11,합계,HFC,2644851
2021.11,2021,11,합계,FTTH,9799434
2021.11,2021,11,KT,xDSL,308175
2021.11,2021,11,KT,LAN,3449356
2021.11,2021,11,KT,HFC,0
2021.11,2021,11,KT,FTTH,5715288
2021.11,2021,11,SK브로드밴드,xDSL,54009
2021.11,2021,11,SK브로드밴드,LAN,1608051
2021.11,2021,11,SK브로드밴드,HFC,789935
2021.11,2021,11,SK브로드밴드,FTTH,895549
2021.11,2021,11,SKT(재판매),xDSL,79205
2021.11,2021,11,SKT(재판매),LAN,1840113
2021.11,2021,11,SKT(재판매),HFC,295337
2021.11,2021,11,SKT(재판매),FTTH,1010634
2021.11,2021,11,LG U+,xDSL,0
2021.11,2021,11,LG U+,LAN,2321296
2021.11,2021,11,LG U+,HFC,442542
2021.11,2021,11,LG U+,FTTH,1971530
2021.11,2021,11,종합유선,xDSL,11669
2021.11,2021,11,종합유선,LAN,804485
2021.11,2021,11,종합유선,HFC,1115580
2021.11,2021,11,종합유선,FTTH,203400
2021.11,2021,11,기타,xDSL,61
2021.11,2021,11,기타,LAN,8068
2021.11,2021,11,기타,HFC,1457
2021.11,2021,11,기타,FTTH,3033
2021.12,2021,12,합계,xDSL,444685
2021.12,2021,12,합계,LAN,10036193
2021.12,2021,12,합계,HFC,2628593
2021.12,2021,12,합계,FTTH,9834797
2021.12,2021,12,KT,xDSL,301203
2021.12,2021,12,KT,LAN,3439508
2021.12,2021,12,KT,HFC,0
2021.12,2021,12,KT,FTTH,5714034
2021.12,2021,12,SK브로드밴드,xDSL,53518
2021.12,2021,12,SK브로드밴드,LAN,1611185
2021.12,2021,12,SK브로드밴드,HFC,785017
2021.12,2021,12,SK브로드밴드,FTTH,900418
2021.12,2021,12,SKT(재판매),xDSL,78333
2021.12,2021,12,SKT(재판매),LAN,1843094
2021.12,2021,12,SKT(재판매),HFC,293005
2021.12,2021,12,SKT(재판매),FTTH,1016128
2021.12,2021,12,LG U+,xDSL,0
2021.12,2021,12,LG U+,LAN,2327581
2021.12,2021,12,LG U+,HFC,432455
2021.12,2021,12,LG U+,FTTH,1998024
2021.12,2021,12,종합유선,xDSL,11571
2021.12,2021,12,종합유선,LAN,806704
2021.12,2021,12,종합유선,HFC,1116657
2021.12,2021,12,종합유선,FTTH,203177
2021.12,2021,12,기타,xDSL,60
2021.12,2021,12,기타,LAN,8121
2021.12,2021,12,기타,HFC,1459
2021.12,2021,12,기타,FTTH,3016
2022.01,2022,1,합계,xDSL,441190
2022.01,2022,1,합계,LAN,10049259
2022.01,2022,1,합계,HFC,2614529
2022.01,2022,1,합계,FTTH,9894169
2022.01,2022,1,KT,xDSL,298742
2022.01,2022,1,KT,LAN,3441813
2022.01,2022,1,KT,HFC,0
2022.01,2022,1,KT,FTTH,5740048
2022.01,2022,1,SK브로드밴드,xDSL,53149
2022.01,2022,1,SK브로드밴드,LAN,1611599
2022.01,2022,1,SK브로드밴드,HFC,778931
2022.01,2022,1,SK브로드밴드,FTTH,905715
2022.01,2022,1,SKT(재판매),xDSL,77763
2022.01,2022,1,SKT(재판매),LAN,1847457
2022.01,2022,1,SKT(재판매),HFC,289291
2022.01,2022,1,SKT(재판매),FTTH,1023309
2022.01,2022,1,LG U+,xDSL,0
2022.01,2022,1,LG U+,LAN,2336880
2022.01,2022,1,LG U+,HFC,427439
2022.01,2022,1,LG U+,FTTH,2017379
2022.01,2022,1,종합유선,xDSL,11476
2022.01,2022,1,종합유선,LAN,803357
2022.01,2022,1,종합유선,HFC,1117414
2022.01,2022,1,종합유선,FTTH,204636
2022.01,2022,1,기타,xDSL,60
2022.01,2022,1,기타,LAN,8153
2022.01,2022,1,기타,HFC,1454
2022.01,2022,1,기타,FTTH,3082
2022.02,2022,2,합계,xDSL,438018
2022.02,2022,2,합계,LAN,10066290
2022.02,2022,2,합계,HFC,2603293
2022.02,2022,2,합계,FTTH,9942837
2022.02,2022,2,KT,xDSL,296573
2022.02,2022,2,KT,LAN,3441956
2022.02,2022,2,KT,HFC,0
2022.02,2022,2,KT,FTTH,5762928
2022.02,2022,2,SK브로드밴드,xDSL,52786
2022.02,2022,2,SK브로드밴드,LAN,1615109
2022.02,2022,2,SK브로드밴드,HFC,774533
2022.02,2022,2,SK브로드밴드,FTTH,909753
2022.02,2022,2,SKT(재판매),xDSL,77234
2022.02,2022,2,SKT(재판매),LAN,1851781
2022.02,2022,2,SKT(재판매),HFC,286338
2022.02,2022,2,SKT(재판매),FTTH,1029313
2022.02,2022,2,LG U+,xDSL,0
2022.02,2022,2,LG U+,LAN,2343665
2022.02,2022,2,LG U+,HFC,423517
2022.02,2022,2,LG U+,FTTH,2031740
2022.02,2022,2,종합유선,xDSL,11365
2022.02,2022,2,종합유선,LAN,805620
2022.02,2022,2,종합유선,HFC,1117449
2022.02,2022,2,종합유선,FTTH,206084
2022.02,2022,2,기타,xDSL,60
2022.02,2022,2,기타,LAN,8159
2022.02,2022,2,기타,HFC,1456
2022.02,2022,2,기타,FTTH,3019
2022.03,2022,3,합계,xDSL,434376
2022.03,2022,3,합계,LAN,10084225
2022.03,2022,3,합계,HFC,2589522
2022.03,2022,3,합계,FTTH,10009328
2022.03,2022,3,KT,xDSL,293909
2022.03,2022,3,KT,LAN,3441437
2022.03,2022,3,KT,HFC,0
2022.03,2022,3,KT,FTTH,5795648
2022.03,2022,3,SK브로드밴드,xDSL,52429
2022.03,2022,3,SK브로드밴드,LAN,1620539
2022.03,2022,3,SK브로드밴드,HFC,768135
2022.03,2022,3,SK브로드밴드,FTTH,915300
2022.03,2022,3,SKT(재판매),xDSL,76718
2022.03,2022,3,SKT(재판매),LAN,1855817
2022.03,2022,3,SKT(재판매),HFC,283740
2022.03,2022,3,SKT(재판매),FTTH,1035506
2022.03,2022,3,LG U+,xDSL,0
2022.03,2022,3,LG U+,LAN,2350611
2022.03,2022,3,LG U+,HFC,419182
2022.03,2022,3,LG U+,FTTH,2052002
2022.03,2022,3,종합유선,xDSL,11260
2022.03,2022,3,종합유선,LAN,807624
2022.03,2022,3,종합유선,HFC,1117009
2022.03,2022,3,종합유선,FTTH,207856
2022.03,2022,3,기타,xDSL,60
2022.03,2022,3,기타,LAN,8197
2022.03,2022,3,기타,HFC,1456
2022.03,2022,3,기타,FTTH,3016
2022.04,2022,4,합계,xDSL,430319
2022.04,2022,4,합계,LAN,10064725
2022.04,2022,4,합계,HFC,2533320
2022.04,2022,4,합계,FTTH,10076482
2022.04,2022,4,KT,xDSL,290984
2022.04,2022,4,KT,LAN,3439856
2022.04,2022,4,KT,HFC,0
2022.04,2022,4,KT,FTTH,5827840
2022.04,2022,4,SK브로드밴드,xDSL,51998
2022.04,2022,4,SK브로드밴드,LAN,1625656
2022.04,2022,4,SK브로드밴드,HFC,759016
2022.04,2022,4,SK브로드밴드,FTTH,921323
2022.04,2022,4,SKT(재판매),xDSL,76168
2022.04,2022,4,SKT(재판매),LAN,1859437
2022.04,2022,4,SKT(재판매),HFC,280299
2022.04,2022,4,SKT(재판매),FTTH,1042793
2022.04,2022,4,LG U+,xDSL,0
2022.04,2022,4,LG U+,LAN,2354426
2022.04,2022,4,LG U+,HFC,414069
2022.04,2022,4,LG U+,FTTH,2071588
2022.04,2022,4,종합유선,xDSL,11109
2022.04,2022,4,종합유선,LAN,777116
2022.04,2022,4,종합유선,HFC,1078482
2022.04,2022,4,종합유선,FTTH,209926
2022.04,2022,4,기타,xDSL,60
2022.04,2022,4,기타,LAN,8234
2022.04,2022,4,기타,HFC,1454
2022.04,2022,4,기타,FTTH,3012
2022.05,2022,5,합계,xDSL,426866
2022.05,2022,5,합계,LAN,10092370
2022.05,2022,5,합계,HFC,2531285
2022.05,2022,5,합계,FTTH,10140200
2022.05,2022,5,KT,xDSL,288428
2022.05,2022,5,KT,LAN,3436887
2022.05,2022,5,KT,HFC,0
2022.05,2022,5,KT,FTTH,5859495
2022.05,2022,5,SK브로드밴드,xDSL,51678
2022.05,2022,5,SK브로드밴드,LAN,1630436
2022.05,2022,5,SK브로드밴드,HFC,750599
2022.05,2022,5,SK브로드밴드,FTTH,927577
2022.05,2022,5,SKT(재판매),xDSL,75666
2022.05,2022,5,SKT(재판매),LAN,1863363
2022.05,2022,5,SKT(재판매),HFC,277284
2022.05,2022,5,SKT(재판매),FTTH,1049525
2022.05,2022,5,LG U+,xDSL,0
2022.05,2022,5,LG U+,LAN,2354994
2022.05,2022,5,LG U+,HFC,408238
2022.05,2022,5,LG U+,FTTH,2088999
2022.05,2022,5,종합유선,xDSL,11035
2022.05,2022,5,종합유선,LAN,798458
2022.05,2022,5,종합유선,HFC,1093710
2022.05,2022,5,종합유선,FTTH,211586
2022.05,2022,5,기타,xDSL,59
2022.05,2022,5,기타,LAN,8232
2022.05,2022,5,기타,HFC,1454
2022.05,2022,5,기타,FTTH,3018
2022.06,2022,6,합계,xDSL,423337
2022.06,2022,6,합계,LAN,10112017
2022.06,2022,6,합계,HFC,2529841
2022.06,2022,6,합계,FTTH,10199025
2022.06,2022,6,KT,xDSL,285805
2022.06,2022,6,KT,LAN,3435329
2022.06,2022,6,KT,HFC,0
2022.06,2022,6,KT,FTTH,5888021
2022.06,2022,6,SK브로드밴드,xDSL,51393
2022.06,2022,6,SK브로드밴드,LAN,1635055
2022.06,2022,6,SK브로드밴드,HFC,741083
2022.06,2022,6,SK브로드밴드,FTTH,932736
2022.06,2022,6,SKT(재판매),xDSL,75153
2022.06,2022,6,SKT(재판매),LAN,1867307
2022.06,2022,6,SKT(재판매),HFC,274076
2022.06,2022,6,SKT(재판매),FTTH,1056168
2022.06,2022,6,LG U+,xDSL,0
2022.06,2022,6,LG U+,LAN,2354129
2022.06,2022,6,LG U+,HFC,401774
2022.06,2022,6,LG U+,FTTH,2105949
2022.06,2022,6,종합유선,xDSL,10927
2022.06,2022,6,종합유선,LAN,811954
2022.06,2022,6,종합유선,HFC,1111454
2022.06,2022,6,종합유선,FTTH,213138
2022.06,2022,6,기타,xDSL,59
2022.06,2022,6,기타,LAN,8243
2022.06,2022,6,기타,HFC,1454
2022.06,2022,6,기타,FTTH,3013
2022.07,2022,7,합계,xDSL,419690
2022.07,2022,7,합계,LAN,10125728
2022.07,2022,7,합계,HFC,2509599
2022.07,2022,7,합계,FTTH,10257907
2022.07,2022,7,KT,xDSL,283184
2022.07,2022,7,KT,LAN,3434166
2022.07,2022,7,KT,HFC,0
2022.07,2022,7,KT,FTTH,5913451
2022.07,2022,7,SK브로드밴드,xDSL,51012
2022.07,2022,7,SK브로드밴드,LAN,1641571
2022.07,2022,7,SK브로드밴드,HFC,733195
2022.07,2022,7,SK브로드밴드,FTTH,938143
2022.07,2022,7,SKT(재판매),xDSL,74605
2022.07,2022,7,SKT(재판매),LAN,1871603
2022.07,2022,7,SKT(재판매),HFC,272446
2022.07,2022,7,SKT(재판매),FTTH,1061904
2022.07,2022,7,LG U+,xDSL,0
2022.07,2022,7,LG U+,LAN,2356986
2022.07,2022,7,LG U+,HFC,394313
2022.07,2022,7,LG U+,FTTH,2127042
2022.07,2022,7,종합유선,xDSL,10830
2022.07,2022,7,종합유선,LAN,813142
2022.07,2022,7,종합유선,HFC,1108191
2022.07,2022,7,종합유선,FTTH,214343
2022.07,2022,7,기타,xDSL,59
2022.07,2022,7,기타,LAN,8260
2022.07,2022,7,기타,HFC,1454
2022.07,2022,7,기타,FTTH,3024
2022.08,2022,8,합계,xDSL,416122
2022.08,2022,8,합계,LAN,10140008
2022.08,2022,8,합계,HFC,2497279
2022.08,2022,8,합계,FTTH,10313712
2022.08,2022,8,KT,xDSL,280621
2022.08,2022,8,KT,LAN,3434761
2022.08,2022,8,KT,HFC,0
2022.08,2022,8,KT,FTTH,5938232
2022.08,2022,8,SK브로드밴드,xDSL,50666
2022.08,2022,8,SK브로드밴드,LAN,1647556
2022.08,2022,8,SK브로드밴드,HFC,725953
2022.08,2022,8,SK브로드밴드,FTTH,943641
2022.08,2022,8,SKT(재판매),xDSL,74059
2022.08,2022,8,SKT(재판매),LAN,1876229
2022.08,2022,8,SKT(재판매),HFC,270804
2022.08,2022,8,SKT(재판매),FTTH,1067777
2022.08,2022,8,LG U+,xDSL,0
2022.08,2022,8,LG U+,LAN,2359041
2022.08,2022,8,LG U+,HFC,388927
2022.08,2022,8,LG U+,FTTH,2145243
2022.08,2022,8,종합유선,xDSL,10718
2022.08,2022,8,종합유선,LAN,814144
2022.08,2022,8,종합유선,HFC,1110141
2022.08,2022,8,종합유선,FTTH,215791
2022.08,2022,8,기타,xDSL,58
2022.08,2022,8,기타,LAN,8277
2022.08,2022,8,기타,HFC,1454
2022.08,2022,8,기타,FTTH,3028
2022.09,2022,9,합계,xDSL,412860
2022.09,2022,9,합계,LAN,10155563
2022.09,2022,9,합계,HFC,2481357
2022.09,2022,9,합계,FTTH,10373663
2022.09,2022,9,KT,xDSL,278361
2022.09,2022,9,KT,LAN,3435734
2022.09,2022,9,KT,HFC,0
2022.09,2022,9,KT,FTTH,5964667
2022.09,2022,9,SK브로드밴드,xDSL,50330
2022.09,2022,9,SK브로드밴드,LAN,1653385
2022.09,2022,9,SK브로드밴드,HFC,719514
2022.09,2022,9,SK브로드밴드,FTTH,949809
2022.09,2022,9,SKT(재판매),xDSL,73477
2022.09,2022,9,SKT(재판매),LAN,1879985
2022.09,2022,9,SKT(재판매),HFC,269503
2022.09,2022,9,SKT(재판매),FTTH,1073289
2022.09,2022,9,LG U+,xDSL,0
2022.09,2022,9,LG U+,LAN,2362298
2022.09,2022,9,LG U+,HFC,381696
2022.09,2022,9,LG U+,FTTH,2165599
2022.09,2022,9,종합유선,xDSL,10634
2022.09,2022,9,종합유선,LAN,815856
2022.09,2022,9,종합유선,HFC,1109188
2022.09,2022,9,종합유선,FTTH,217250
2022.09,2022,9,기타,xDSL,58
2022.09,2022,9,기타,LAN,8305
2022.09,2022,9,기타,HFC,1456
2022.09,2022,9,기타,FTTH,3049
2022.10,2022,10,합계,xDSL,409769
2022.10,2022,10,합계,LAN,10172081
2022.10,2022,10,합계,HFC,2460138
2022.10,2022,10,합계,FTTH,10440907
2022.10,2022,10,KT,xDSL,276274
2022.10,2022,10,KT,LAN,3435646
2022.10,2022,10,KT,HFC,0
2022.10,2022,10,KT,FTTH,5991517
2022.10,2022,10,SK브로드밴드,xDSL,49968
2022.10,2022,10,SK브로드밴드,LAN,1660602
2022.10,2022,10,SK브로드밴드,HFC,712645
2022.10,2022,10,SK브로드밴드,FTTH,955925
2022.10,2022,10,SKT(재판매),xDSL,72899
2022.10,2022,10,SKT(재판매),LAN,1884372
2022.10,2022,10,SKT(재판매),HFC,268064
2022.10,2022,10,SKT(재판매),FTTH,1078260
2022.10,2022,10,LG U+,xDSL,0
2022.10,2022,10,LG U+,LAN,2365257
2022.10,2022,10,LG U+,HFC,370360
2022.10,2022,10,LG U+,FTTH,2193130
2022.10,2022,10,종합유선,xDSL,10570
2022.10,2022,10,종합유선,LAN,817907
2022.10,2022,10,종합유선,HFC,1107613
2022.10,2022,10,종합유선,FTTH,219044
2022.10,2022,10,기타,xDSL,58
2022.10,2022,10,기타,LAN,8297
2022.10,2022,10,기타,HFC,1456
2022.10,2022,10,기타,FTTH,3031
2022.11,2022,11,합계,xDSL,406298
2022.11,2022,11,합계,LAN,10181490
2022.11,2022,11,합계,HFC,2436685
2022.11,2022,11,합계,FTTH,10496201
2022.11,2022,11,KT,xDSL,273865
2022.11,2022,11,KT,LAN,3433232
2022.11,2022,11,KT,HFC,0
2022.11,2022,11,KT,FTTH,6011970
2022.11,2022,11,SK브로드밴드,xDSL,49594
2022.11,2022,11,SK브로드밴드,LAN,1666416
2022.11,2022,11,SK브로드밴드,HFC,705816
2022.11,2022,11,SK브로드밴드,FTTH,960996
2022.11,2022,11,SKT(재판매),xDSL,72395
2022.11,2022,11,SKT(재판매),LAN,1888742
2022.11,2022,11,SKT(재판매),HFC,266766
2022.11,2022,11,SKT(재판매),FTTH,1083610
2022.11,2022,11,LG U+,xDSL,0
2022.11,2022,11,LG U+,LAN,2365365
2022.11,2022,11,LG U+,HFC,357075
2022.11,2022,11,LG U+,FTTH,2215520
2022.11,2022,11,종합유선,xDSL,10386
2022.11,2022,11,종합유선,LAN,819460
2022.11,2022,11,종합유선,HFC,1105572
2022.11,2022,11,종합유선,FTTH,221063
2022.11,2022,11,기타,xDSL,58
2022.11,2022,11,기타,LAN,8275
2022.11,2022,11,기타,HFC,1456
2022.11,2022,11,기타,FTTH,3042
2022.12,2022,12,합계,xDSL,402791
2022.12,2022,12,합계,LAN,10179967
2022.12,2022,12,합계,HFC,2412531
2022.12,2022,12,합계,FTTH,10542044
2022.12,2022,12,KT,xDSL,271362
2022.12,2022,12,KT,LAN,3431307
2022.12,2022,12,KT,HFC,0
2022.12,2022,12,KT,FTTH,6023906
2022.12,2022,12,SK브로드밴드,xDSL,49204
2022.12,2022,12,SK브로드밴드,LAN,1671969
2022.12,2022,12,SK브로드밴드,HFC,698140
2022.12,2022,12,SK브로드밴드,FTTH,965692
2022.12,2022,12,SKT(재판매),xDSL,71881
2022.12,2022,12,SKT(재판매),LAN,1892733
2022.12,2022,12,SKT(재판매),HFC,265358
2022.12,2022,12,SKT(재판매),FTTH,1088834
2022.12,2022,12,LG U+,xDSL,0
2022.12,2022,12,LG U+,LAN,2355590
2022.12,2022,12,LG U+,HFC,343468
2022.12,2022,12,LG U+,FTTH,2237400
2022.12,2022,12,종합유선,xDSL,10287
2022.12,2022,12,종합유선,LAN,820013
2022.12,2022,12,종합유선,HFC,1104108
2022.12,2022,12,종합유선,FTTH,223176
2022.12,2022,12,기타,xDSL,57
2022.12,2022,12,기타,LAN,8355
2022.12,2022,12,기타,HFC,1457
2022.12,2022,12,기타,FTTH,3036
2023.01,2023,1,합계,xDSL,399801
2023.01,2023,1,합계,LAN,10193928
2023.01,2023,1,합계,HFC,2393805
2023.01,2023,1,합계,FTTH,10592392
2023.01,2023,1,KT,xDSL,269256
2023.01,2023,1,KT,LAN,3429461
2023.01,2023,1,KT,HFC,0
2023.01,2023,1,KT,FTTH,6038914
2023.01,2023,1,SK브로드밴드,xDSL,48921
2023.01,2023,1,SK브로드밴드,LAN,1677645
2023.01,2023,1,SK브로드밴드,HFC,691790
2023.01,2023,1,SK브로드밴드,FTTH,971945
2023.01,2023,1,SKT(재판매),xDSL,71351
2023.01,2023,1,SKT(재판매),LAN,1897271
2023.01,2023,1,SKT(재판매),HFC,263506
2023.01,2023,1,SKT(재판매),FTTH,1094952
2023.01,2023,1,LG U+,xDSL,0
2023.01,2023,1,LG U+,LAN,2360057
2023.01,2023,1,LG U+,HFC,334139
2023.01,2023,1,LG U+,FTTH,2258285
2023.01,2023,1,종합유선,xDSL,10215
2023.01,2023,1,종합유선,LAN,821114
2023.01,2023,1,종합유선,HFC,1102915
2023.01,2023,1,종합유선,FTTH,225233
2023.01,2023,1,기타,xDSL,58
2023.01,2023,1,기타,LAN,8380
2023.01,2023,1,기타,HFC,1455
2023.01,2023,1,기타,FTTH,3063
2023.02,2023,2,합계,xDSL,396083
2023.02,2023,2,합계,LAN,10211712
2023.02,2023,2,합계,HFC,2369567
2023.02,2023,2,합계,FTTH,10655381
2023.02,2023,2,KT,xDSL,266554
2023.02,2023,2,KT,LAN,3430276
2023.02,2023,2,KT,HFC,0
2023.02,2023,2,KT,FTTH,6059046
2023.02,2023,2,SK브로드밴드,xDSL,48600
2023.02,2023,2,SK브로드밴드,LAN,1685979
2023.02,2023,2,SK브로드밴드,HFC,684377
2023.02,2023,2,SK브로드밴드,FTTH,981891
2023.02,2023,2,SKT(재판매),xDSL,70759
2023.02,2023,2,SKT(재판매),LAN,1901818
2023.02,2023,2,SKT(재판매),HFC,259689
2023.02,2023,2,SKT(재판매),FTTH,1103722
2023.02,2023,2,LG U+,xDSL,0
2023.02,2023,2,LG U+,LAN,2361516
2023.02,2023,2,LG U+,HFC,323002
2023.02,2023,2,LG U+,FTTH,2280070
2023.02,2023,2,종합유선,xDSL,10113
2023.02,2023,2,종합유선,LAN,823738
2023.02,2023,2,종합유선,HFC,1101042
2023.02,2023,2,종합유선,FTTH,227598
2023.02,2023,2,기타,xDSL,57
2023.02,2023,2,기타,LAN,8385
2023.02,2023,2,기타,HFC,1457
2023.02,2023,2,기타,FTTH,3054
2023.03,2023,3,합계,xDSL,391298
2023.03,2023,3,합계,LAN,10230714
2023.03,2023,3,합계,HFC,2343250
2023.03,2023,3,합계,FTTH,10730849
2023.03,2023,3,KT,xDSL,262950
2023.03,2023,3,KT,LAN,3432186
2023.03,2023,3,KT,HFC,0
2023.03,2023,3,KT,FTTH,6078506
2023.03,2023,3,SK브로드밴드,xDSL,48241
2023.03,2023,3,SK브로드밴드,LAN,1693654
2023.03,2023,3,SK브로드밴드,HFC,676602
2023.03,2023,3,SK브로드밴드,FTTH,992303
2023.03,2023,3,SKT(재판매),xDSL,70072
2023.03,2023,3,SKT(재판매),LAN,1906811
2023.03,2023,3,SKT(재판매),HFC,256086
2023.03,2023,3,SKT(재판매),FTTH,1112779
2023.03,2023,3,LG U+,xDSL,0
2023.03,2023,3,LG U+,LAN,2363614
2023.03,2023,3,LG U+,HFC,311406
2023.03,2023,3,LG U+,FTTH,2313336
2023.03,2023,3,종합유선,xDSL,9978
2023.03,2023,3,종합유선,LAN,826087
2023.03,2023,3,종합유선,HFC,1097699
2023.03,2023,3,종합유선,FTTH,230863
2023.03,2023,3,기타,xDSL,57
2023.03,2023,3,기타,LAN,8362
2023.03,2023,3,기타,HFC,1457
2023.03,2023,3,기타,FTTH,3062
2023.04,2023,4,합계,xDSL,386920
2023.04,2023,4,합계,LAN,10251474
2023.04,2023,4,합계,HFC,2317588
2023.04,2023,4,합계,FTTH,10795225
2023.04,2023,4,KT,xDSL,259895
2023.04,2023,4,KT,LAN,3434063
2023.04,2023,4,KT,HFC,0
2023.04,2023,4,KT,FTTH,6093730
2023.04,2023,4,SK브로드밴드,xDSL,47791
2023.04,2023,4,SK브로드밴드,LAN,1701504
2023.04,2023,4,SK브로드밴드,HFC,669091
2023.04,2023,4,SK브로드밴드,FTTH,1001743
2023.04,2023,4,SKT(재판매),xDSL,69302
2023.04,2023,4,SKT(재판매),LAN,1911527
2023.04,2023,4,SKT(재판매),HFC,251927
2023.04,2023,4,SKT(재판매),FTTH,1121398
2023.04,2023,4,LG U+,xDSL,0
2023.04,2023,4,LG U+,LAN,2367301
2023.04,2023,4,LG U+,HFC,300728
2023.04,2023,4,LG U+,FTTH,2341899
2023.04,2023,4,종합유선,xDSL,9874
2023.04,2023,4,종합유선,LAN,828711
2023.04,2023,4,종합유선,HFC,1094387
2023.04,2023,4,종합유선,FTTH,233392
2023.04,2023,4,기타,xDSL,58
2023.04,2023,4,기타,LAN,8368
2023.04,2023,4,기타,HFC,1455
2023.04,2023,4,기타,FTTH,3063
2023.05,2023,5,합계,xDSL,383014
2023.05,2023,5,합계,LAN,10270123
2023.05,2023,5,합계,HFC,2294228
2023.05,2023,5,합계,FTTH,10850198
2023.05,2023,5,KT,xDSL,257209
2023.05,2023,5,KT,LAN,3434651
2023.05,2023,5,KT,HFC,0
