period,year,month,carrier,technology,lines
2025.02,2025,2,기타,FTTH,3292
2025.03,2025,3,합계,xDSL,311136
2025.03,2025,3,합계,LAN,10678579
2025.03,2025,3,합계,HFC,1988686
2025.03,2025,3,합계,FTTH,11879197
2025.03,2025,3,KT,xDSL,205564
2025.03,2025,3,KT,LAN,3462992
2025.03,2025,3,KT,HFC,0
2025.03,2025,3,KT,FTTH,6315632
2025.03,2025,3,SK브로드밴드,xDSL,41795
2025.03,2025,3,SK브로드밴드,LAN,1864147
2025.03,2025,3,SK브로드밴드,HFC,553849
2025.03,2025,3,SK브로드밴드,FTTH,1188429
2025.03,2025,3,SKT(재판매),xDSL,54872
2025.03,2025,3,SKT(재판매),LAN,2027163
2025.03,2025,3,SKT(재판매),HFC,210655
2025.03,2025,3,SKT(재판매),FTTH,1274205
2025.03,2025,3,LG U+,xDSL,0
2025.03,2025,3,LG U+,LAN,2494921
2025.03,2025,3,LG U+,HFC,158888
2025.03,2025,3,LG U+,FTTH,2741997
2025.03,2025,3,종합유선,xDSL,7905
2025.03,2025,3,종합유선,LAN,820381
2025.03,2025,3,종합유선,HFC,1064080
2025.03,2025,3,종합유선,FTTH,355630
2025.03,2025,3,기타,xDSL,1000
2025.03,2025,3,기타,LAN,8975
2025.03,2025,3,기타,HFC,1214
2025.03,2025,3,기타,FTTH,3304
2025.04,2025,4,합계,xDSL,304409
2025.04,2025,4,합계,LAN,10703509
2025.04,2025,4,합계,HFC,1973242
2025.04,2025,4,합계,FTTH,11925539
2025.04,2025,4,KT,xDSL,203786
2025.04,2025,4,KT,LAN,3467480
2025.04,2025,4,KT,HFC,0
2025.04,2025,4,KT,FTTH,6326269
2025.04,2025,4,SK브로드밴드,xDSL,41528
2025.04,2025,4,SK브로드밴드,LAN,1870464
2025.04,2025,4,SK브로드밴드,HFC,547929
2025.04,2025,4,SK브로드밴드,FTTH,1197131
2025.04,2025,4,SKT(재판매),xDSL,54354
2025.04,2025,4,SKT(재판매),LAN,2032157
2025.04,2025,4,SKT(재판매),HFC,207435
2025.04,2025,4,SKT(재판매),FTTH,1282118
2025.04,2025,4,LG U+,xDSL,0
2025.04,2025,4,LG U+,LAN,2500793
2025.04,2025,4,LG U+,HFC,153687
2025.04,2025,4,LG U+,FTTH,2758750
2025.04,2025,4,종합유선,xDSL,3738
2025.04,2025,4,종합유선,LAN,823627
2025.04,2025,4,종합유선,HFC,1062977
2025.04,2025,4,종합유선,FTTH,357964
2025.04,2025,4,기타,xDSL,1003
2025.04,2025,4,기타,LAN,8988
2025.04,2025,4,기타,HFC,1214
2025.04,2025,4,기타,FTTH,3307
2025.05,2025,5,합계,xDSL,305539
2025.05,2025,5,합계,LAN,10723785
2025.05,2025,5,합계,HFC,1948884
2025.05,2025,5,합계,FTTH,11975779
2025.05,2025,5,KT,xDSL,202434
2025.05,2025,5,KT,LAN,3489186
2025.05,2025,5,KT,HFC,0
2025.05,2025,5,KT,FTTH,6354993
2025.05,2025,5,SK브로드밴드,xDSL,41065
2025.05,2025,5,SK브로드밴드,LAN,1865543
2025.05,2025,5,SK브로드밴드,HFC,540830
2025.05,2025,5,SK브로드밴드,FTTH,1199766
2025.05,2025,5,SKT(재판매),xDSL,53268
2025.05,2025,5,SKT(재판매),LAN,2012837
2025.05,2025,5,SKT(재판매),HFC,201367
2025.05,2025,5,SKT(재판매),FTTH,1275029
2025.05,2025,5,LG U+,xDSL,0
2025.05,2025,5,LG U+,LAN,2521039
2025.05,2025,5,LG U+,HFC,151082
2025.05,2025,5,LG U+,FTTH,2783103
2025.05,2025,5,종합유선,xDSL,7769
2025.05,2025,5,종합유선,LAN,826158
2025.05,2025,5,종합유선,HFC,1054394
2025.05,2025,5,종합유선,FTTH,359628
2025.05,2025,5,기타,xDSL,1003
2025.05,2025,5,기타,LAN,9022
2025.05,2025,5,기타,HFC,1211
2025.05,2025,5,기타,FTTH,3260
2025.06,2025,6,합계,xDSL,298677
2025.06,2025,6,합계,LAN,10737853
2025.06,2025,6,합계,HFC,1935808
2025.06,2025,6,합계,FTTH,12015154
2025.06,2025,6,KT,xDSL,200983
2025.06,2025,6,KT,LAN,3499688
2025.06,2025,6,KT,HFC,0
2025.06,2025,6,KT,FTTH,6372595
2025.06,2025,6,SK브로드밴드,xDSL,40657
2025.06,2025,6,SK브로드밴드,LAN,1865833
2025.06,2025,6,SK브로드밴드,HFC,534695
2025.06,2025,6,SK브로드밴드,FTTH,1204320
2025.06,2025,6,SKT(재판매),xDSL,52398
2025.06,2025,6,SKT(재판매),LAN,2004209
2025.06,2025,6,SKT(재판매),HFC,197021
2025.06,2025,6,SKT(재판매),FTTH,1273715
2025.06,2025,6,LG U+,xDSL,0
2025.06,2025,6,LG U+,LAN,2530888
2025.06,2025,6,LG U+,HFC,148091
2025.06,2025,6,LG U+,FTTH,2800519
2025.06,2025,6,종합유선,xDSL,3643
2025.06,2025,6,종합유선,LAN,828135
2025.06,2025,6,종합유선,HFC,1054791
2025.06,2025,6,종합유선,FTTH,360742
2025.06,2025,6,기타,xDSL,996
2025.06,2025,6,기타,LAN,9100
2025.06,2025,6,기타,HFC,1210
2025.06,2025,6,기타,FTTH,3263
2025.07,2025,7,합계,xDSL,295444
2025.07,2025,7,합계,LAN,10758270
2025.07,2025,7,합계,HFC,1917977
2025.07,2025,7,합계,FTTH,12064280
2025.07,2025,7,KT,xDSL,199369
2025.07,2025,7,KT,LAN,3509992
2025.07,2025,7,KT,HFC,0
2025.07,2025,7,KT,FTTH,6392301
2025.07,2025,7,SK브로드밴드,xDSL,40129
2025.07,2025,7,SK브로드밴드,LAN,1866249
2025.07,2025,7,SK브로드밴드,HFC,529290
2025.07,2025,7,SK브로드밴드,FTTH,1209408
2025.07,2025,7,SKT(재판매),xDSL,51378
2025.07,2025,7,SKT(재판매),LAN,2000030
2025.07,2025,7,SKT(재판매),HFC,194037
2025.07,2025,7,SKT(재판매),FTTH,1276502
2025.07,2025,7,LG U+,xDSL,0
2025.07,2025,7,LG U+,LAN,2542827
2025.07,2025,7,LG U+,HFC,144866
2025.07,2025,7,LG U+,FTTH,2820188
2025.07,2025,7,종합유선,xDSL,3585
2025.07,2025,7,종합유선,LAN,830419
2025.07,2025,7,종합유선,HFC,1048574
2025.07,2025,7,종합유선,FTTH,362633
2025.07,2025,7,기타,xDSL,983
2025.07,2025,7,기타,LAN,8753
2025.07,2025,7,기타,HFC,1210
2025.07,2025,7,기타,FTTH,3248
2025.08,2025,8,합계,xDSL,292962
2025.08,2025,8,합계,LAN,10777172
2025.08,2025,8,합계,HFC,1903613
2025.08,2025,8,합계,FTTH,12106471
2025.08,2025,8,KT,xDSL,197792
2025.08,2025,8,KT,LAN,3515272
2025.08,2025,8,KT,HFC,0
2025.08,2025,8,KT,FTTH,6406374
2025.08,2025,8,SK브로드밴드,xDSL,39819
2025.08,2025,8,SK브로드밴드,LAN,1868810
2025.08,2025,8,SK브로드밴드,HFC,524789
2025.08,2025,8,SK브로드밴드,FTTH,1216045
2025.08,2025,8,SKT(재판매),xDSL,50844
2025.08,2025,8,SKT(재판매),LAN,2004134
2025.08,2025,8,SKT(재판매),HFC,192236
2025.08,2025,8,SKT(재판매),FTTH,1283397
2025.08,2025,8,LG U+,xDSL,0
2025.08,2025,8,LG U+,LAN,2548304
2025.08,2025,8,LG U+,HFC,141759
2025.08,2025,8,LG U+,FTTH,2833362
2025.08,2025,8,종합유선,xDSL,3535
2025.08,2025,8,종합유선,LAN,831500
2025.08,2025,8,종합유선,HFC,1043619
2025.08,2025,8,종합유선,FTTH,364045
2025.08,2025,8,기타,xDSL,972
2025.08,2025,8,기타,LAN,9152
2025.08,2025,8,기타,HFC,1210
2025.08,2025,8,기타,FTTH,3248
2025.09,2025,9,합계,xDSL,290535
2025.09,2025,9,합계,LAN,10798132
2025.09,2025,9,합계,HFC,1888741
2025.09,2025,9,합계,FTTH,12151364
2025.09,2025,9,KT,xDSL,196099
2025.09,2025,9,KT,LAN,3519965
2025.09,2025,9,KT,HFC,0
2025.09,2025,9,KT,FTTH,6418875
2025.09,2025,9,SK브로드밴드,xDSL,39766
2025.09,2025,9,SK브로드밴드,LAN,1872880
2025.09,2025,9,SK브로드밴드,HFC,520386
2025.09,2025,9,SK브로드밴드,FTTH,1224621
2025.09,2025,9,SKT(재판매),xDSL,50224
2025.09,2025,9,SKT(재판매),LAN,2008566
2025.09,2025,9,SKT(재판매),HFC,190031
2025.09,2025,9,SKT(재판매),FTTH,1289791
2025.09,2025,9,LG U+,xDSL,0
2025.09,2025,9,LG U+,LAN,2554951
2025.09,2025,9,LG U+,HFC,137382
2025.09,2025,9,LG U+,FTTH,2848931
2025.09,2025,9,종합유선,xDSL,3490
2025.09,2025,9,종합유선,LAN,833544
2025.09,2025,9,종합유선,HFC,1039732
2025.09,2025,9,종합유선,FTTH,365898
2025.09,2025,9,기타,xDSL,956
2025.09,2025,9,기타,LAN,8226
2025.09,2025,9,기타,HFC,1210
2025.09,2025,9,기타,FTTH,3248
2025.10,2025,10,합계,xDSL,288731
2025.10,2025,10,합계,LAN,10815484
2025.10,2025,10,합계,HFC,1875328
2025.10,2025,10,합계,FTTH,12183379
2025.10,2025,10,KT,xDSL,194998
2025.10,2025,10,KT,LAN,3522718
2025.10,2025,10,KT,HFC,0
2025.10,2025,10,KT,FTTH,6426798
2025.10,2025,10,SK브로드밴드,xDSL,39535
2025.10,2025,10,SK브로드밴드,LAN,1878747
2025.10,2025,10,SK브로드밴드,HFC,516861
2025.10,2025,10,SK브로드밴드,FTTH,1231774
2025.10,2025,10,SKT(재판매),xDSL,49803
2025.10,2025,10,SKT(재판매),LAN,2011326
2025.10,2025,10,SKT(재판매),HFC,188497
2025.10,2025,10,SKT(재판매),FTTH,1293750
2025.10,2025,10,LG U+,xDSL,0
2025.10,2025,10,LG U+,LAN,2559655
2025.10,2025,10,LG U+,HFC,134322
2025.10,2025,10,LG U+,FTTH,2860369
2025.10,2025,10,종합유선,xDSL,3447
2025.10,2025,10,종합유선,LAN,834596
2025.10,2025,10,종합유선,HFC,1034438
2025.10,2025,10,종합유선,FTTH,367432
2025.10,2025,10,기타,xDSL,948
2025.10,2025,10,기타,LAN,8442
2025.10,2025,10,기타,HFC,1210
2025.10,2025,10,기타,FTTH,3256
2025.11,2025,11,합계,xDSL,286598
2025.11,2025,11,합계,LAN,10831003
2025.11,2025,11,합계,HFC,1861092
2025.11,2025,11,합계,FTTH,12222976
2025.11,2025,11,KT,xDSL,193762
2025.11,2025,11,KT,LAN,3525835
2025.11,2025,11,KT,HFC,0
2025.11,2025,11,KT,FTTH,6438872
2025.11,2025,11,SK브로드밴드,xDSL,39238
2025.11,2025,11,SK브로드밴드,LAN,1882491
2025.11,2025,11,SK브로드밴드,HFC,513195
2025.11,2025,11,SK브로드밴드,FTTH,1238470
2025.11,2025,11,SKT(재판매),xDSL,49264
2025.11,2025,11,SKT(재판매),LAN,2015071
2025.11,2025,11,SKT(재판매),HFC,187383
2025.11,2025,11,SKT(재판매),FTTH,1299181
2025.11,2025,11,LG U+,xDSL,0
2025.11,2025,11,LG U+,LAN,2563491
2025.11,2025,11,LG U+,HFC,130999
2025.11,2025,11,LG U+,FTTH,2873631
2025.11,2025,11,종합유선,xDSL,3389
2025.11,2025,11,종합유선,LAN,835519
2025.11,2025,11,종합유선,HFC,1028305
2025.11,2025,11,종합유선,FTTH,369572
2025.11,2025,11,기타,xDSL,945
2025.11,2025,11,기타,LAN,8596
2025.11,2025,11,기타,HFC,1210
2025.11,2025,11,기타,FTTH,3250
2025.12,2025,12,합계,xDSL,284344
2025.12,2025,12,합계,LAN,10841049
2025.12,2025,12,합계,HFC,1848466
2025.12,2025,12,합계,FTTH,12259952
2025.12,2025,12,KT,xDSL,192279
2025.12,2025,12,KT,LAN,3527155
2025.12,2025,12,KT,HFC,0
2025.12,2025,12,KT,FTTH,6450656
2025.12,2025,12,SK브로드밴드,xDSL,39071
2025.12,2025,12,SK브로드밴드,LAN,1886205
2025.12,2025,12,SK브로드밴드,HFC,509190
2025.12,2025,12,SK브로드밴드,FTTH,1245907
2025.12,2025,12,SKT(재판매),xDSL,48694
2025.12,2025,12,SKT(재판매),LAN,2018716
2025.12,2025,12,SKT(재판매),HFC,186379
2025.12,2025,12,SKT(재판매),FTTH,1304165
2025.12,2025,12,LG U+,xDSL,0
2025.12,2025,12,LG U+,LAN,2565111
2025.12,2025,12,LG U+,HFC,127732
2025.12,2025,12,LG U+,FTTH,2884719
2025.12,2025,12,종합유선,xDSL,3342
2025.12,2025,12,종합유선,LAN,835364
2025.12,2025,12,종합유선,HFC,1023956
2025.12,2025,12,종합유선,FTTH,371113
2025.12,2025,12,기타,xDSL,958
2025.12,2025,12,기타,LAN,8498
2025.12,2025,12,기타,HFC,1209
2025.12,2025,12,기타,FTTH,3392
2026.01,2026,1,합계,xDSL,281843
2026.01,2026,1,합계,LAN,10869873
2026.01,2026,1,합계,HFC,1837729
2026.01,2026,1,합계,FTTH,12305473
2026.01,2026,1,KT,xDSL,190574
2026.01,2026,1,KT,LAN,3517223
2026.01,2026,1,KT,HFC,0
2026.01,2026,1,KT,FTTH,6451519
2026.01,2026,1,SK브로드밴드,xDSL,38774
2026.01,2026,1,SK브로드밴드,LAN,1890834
2026.01,2026,1,SK브로드밴드,HFC,505456
2026.01,2026,1,SK브로드밴드,FTTH,1253526
2026.01,2026,1,SKT(재판매),xDSL,48238
2026.01,2026,1,SKT(재판매),LAN,2037924
2026.01,2026,1,SKT(재판매),HFC,186034
2026.01,2026,1,SKT(재판매),FTTH,1319819
2026.01,2026,1,LG U+,xDSL,0
2026.01,2026,1,LG U+,LAN,2580296
2026.01,2026,1,LG U+,HFC,126513
2026.01,2026,1,LG U+,FTTH,2904499
2026.01,2026,1,종합유선,xDSL,3291
2026.01,2026,1,종합유선,LAN,834346
2026.01,2026,1,종합유선,HFC,1018517
2026.01,2026,1,종합유선,FTTH,372488
2026.01,2026,1,기타,xDSL,966
2026.01,2026,1,기타,LAN,9250
2026.01,2026,1,기타,HFC,1209
2026.01,2026,1,기타,FTTH,3622
2026.02,2026,2,합계,xDSL,279835
2026.02,2026,2,합계,LAN,10886227
2026.02,2026,2,합계,HFC,1828459
2026.02,2026,2,합계,FTTH,12337328
2026.02,2026,2,KT,xDSL,189334
2026.02,2026,2,KT,LAN,3518520
2026.02,2026,2,KT,HFC,0
2026.02,2026,2,KT,FTTH,6460519
2026.02,2026,2,SK브로드밴드,xDSL,38515
2026.02,2026,2,SK브로드밴드,LAN,1894889
2026.02,2026,2,SK브로드밴드,HFC,502217
2026.02,2026,2,SK브로드밴드,FTTH,1259437
2026.02,2026,2,SKT(재판매),xDSL,47788
2026.02,2026,2,SKT(재판매),LAN,2042563
2026.02,2026,2,SKT(재판매),HFC,184886
2026.02,2026,2,SKT(재판매),FTTH,1325011
2026.02,2026,2,LG U+,xDSL,0
2026.02,2026,2,LG U+,LAN,2586701
2026.02,2026,2,LG U+,HFC,125176
2026.02,2026,2,LG U+,FTTH,2914903
2026.02,2026,2,종합유선,xDSL,3241
2026.02,2026,2,종합유선,LAN,835065
2026.02,2026,2,종합유선,HFC,1014858
2026.02,2026,2,종합유선,FTTH,373810
2026.02,2026,2,기타,xDSL,957
2026.02,2026,2,기타,LAN,8489
2026.02,2026,2,기타,HFC,1322
2026.02,2026,2,기타,FTTH,3648
2026.03,2026,3,합계,xDSL,277482
2026.03,2026,3,합계,LAN,10906158
2026.03,2026,3,합계,HFC,1815733
2026.03,2026,3,합계,FTTH,12379348
2026.03,2026,3,KT,xDSL,187814
2026.03,2026,3,KT,LAN,3523510
2026.03,2026,3,KT,HFC,0
2026.03,2026,3,KT,FTTH,6476511
2026.03,2026,3,SK브로드밴드,xDSL,38266
2026.03,2026,3,SK브로드밴드,LAN,1899946
2026.03,2026,3,SK브로드밴드,HFC,497915
2026.03,2026,3,SK브로드밴드,FTTH,1267693
2026.03,2026,3,SKT(재판매),xDSL,47241
2026.03,2026,3,SKT(재판매),LAN,2046580
2026.03,2026,3,SKT(재판매),HFC,182553
2026.03,2026,3,SKT(재판매),FTTH,1331105
2026.03,2026,3,LG U+,xDSL,0
2026.03,2026,3,LG U+,LAN,2591013
2026.03,2026,3,LG U+,HFC,123358
2026.03,2026,3,LG U+,FTTH,2925367
2026.03,2026,3,종합유선,xDSL,3204
2026.03,2026,3,종합유선,LAN,836581
2026.03,2026,3,종합유선,HFC,1010585
2026.03,2026,3,종합유선,FTTH,374994
2026.03,2026,3,기타,xDSL,957
2026.03,2026,3,기타,LAN,8528
2026.03,2026,3,기타,HFC,1322
2026.03,2026,3,기타,FTTH,3678
2026.04,2026,4,합계,xDSL,274756
2026.04,2026,4,합계,LAN,10920374
2026.04,2026,4,합계,HFC,1799083
2026.04,2026,4,합계,FTTH,12423316
2026.04,2026,4,KT,xDSL,186115
2026.04,2026,4,KT,LAN,3526267
2026.04,2026,4,KT,HFC,0
2026.04,2026,4,KT,FTTH,6492184
2026.04,2026,4,SK브로드밴드,xDSL,37918
2026.04,2026,4,SK브로드밴드,LAN,1904023
2026.04,2026,4,SK브로드밴드,HFC,492609
2026.04,2026,4,SK브로드밴드,FTTH,1276000
2026.04,2026,4,SKT(재판매),xDSL,46624
2026.04,2026,4,SKT(재판매),LAN,2049155
2026.04,2026,4,SKT(재판매),HFC,179437
2026.04,2026,4,SKT(재판매),FTTH,1337312
2026.04,2026,4,LG U+,xDSL,0
2026.04,2026,4,LG U+,LAN,2594686
2026.04,2026,4,LG U+,HFC,120704
2026.04,2026,4,LG U+,FTTH,2937772
2026.04,2026,4,종합유선,xDSL,3154
2026.04,2026,4,종합유선,LAN,837629
2026.04,2026,4,종합유선,HFC,1005069
2026.04,2026,4,종합유선,FTTH,376329
2026.04,2026,4,기타,xDSL,945
2026.04,2026,4,기타,LAN,8614
2026.04,2026,4,기타,HFC,1264
2026.04,2026,4,기타,FTTH,3719
2026.05,2026,5,합계,xDSL,272602
2026.05,2026,5,합계,LAN,10933910
2026.05,2026,5,합계,HFC,1786725
2026.05,2026,5,합계,FTTH,12459521
2026.05,2026,5,KT,xDSL,184612
2026.05,2026,5,KT,LAN,3528905
2026.05,2026,5,KT,HFC,0
2026.05,2026,5,KT,FTTH,6504858
2026.05,2026,5,SK브로드밴드,xDSL,37814
2026.05,2026,5,SK브로드밴드,LAN,1908534
2026.05,2026,5,SK브로드밴드,HFC,488291
2026.05,2026,5,SK브로드밴드,FTTH,1283093
2026.05,2026,5,SKT(재판매),xDSL,46101
2026.05,2026,5,SKT(재판매),LAN,2052099
2026.05,2026,5,SKT(재판매),HFC,177308
2026.05,2026,5,SKT(재판매),FTTH,1342130
2026.05,2026,5,LG U+,xDSL,0
2026.05,2026,5,LG U+,LAN,2599211
2026.05,2026,5,LG U+,HFC,118563
2026.05,2026,5,LG U+,FTTH,2948824
2026.05,2026,5,종합유선,xDSL,3130
2026.05,2026,5,종합유선,LAN,836484
2026.05,2026,5,종합유선,HFC,1001236
2026.05,2026,5,종합유선,FTTH,376931
2026.05,2026,5,기타,xDSL,945
2026.05,2026,5,기타,LAN,8677
2026.05,2026,5,기타,HFC,1327
2026.05,2026,5,기타,FTTH,3685
